class	xtl	ytl	xbr	ybr	temporary	occluded	data
5.19.1	489	921	499	940	false	false	
5.15.1	1346	881	1382	908	false	false	
6.10.1	1412	863	1530	922	false	false	Марфино
2.1	1331	810	1368	847	false	false	
6.16	1225	903	1244	910	false	false	
5.19.1	1229	888	1242	901	false	false	
5.16	1188	883	1200	899	false	false	
5.19.2	925	891	939	903	false	false	
5.16	470	810	500	854	false	false	
2.1	206	919	236	951	false	true	
5.19.2	140	944	157	960	false	false	
3.1	142	962	157	979	false	false	
5.19.2	210	961	222	981	false	false	
2.4	1385	847	1392	867	false	false	
5.19.1	1677	869	1682	889	false	false	
5.19.2	1789	872	1799	888	false	false	
