class	xtl	ytl	xbr	ybr	temporary	occluded	data
8.2.1	2265	826	2402	890	false	false	20 м
3.24	2270	694	2403	823	false	false	20
5.20	2276	565	2409	691	false	false	
5.19.2	799	862	856	921	false	false	
8.2.1	411	913	546	979	false	false	20 м
3.24	408	775	545	911	false	false	20
5.20	406	638	540	770	false	false	
5.6	1323	948	1339	964	false	false	
5.32	1364	939	1380	965	false	false	40
5.15.1	1359	918	1385	938	false	false	
5.16	1421	921	1442	953	false	false	
5.19.1	1861	795	1938	872	false	false	
2.4	1322	931	1334	946	false	true	
