class	xtl	ytl	xbr	ybr	temporary	occluded	data
6.10.1	1699	893	1702	906	false	true	NA
5.16	1740	905	1748	917	false	false	
5.15.1	1700	921	1703	932	false	true	
6.6	668	980	685	997	false	false	
5.16	924	962	933	974	false	false	
3.1	974	984	989	999	false	false	
4.2.3	1247	964	1262	980	false	false	
8.22.3	1249	981	1261	1022	false	false	
5.5	1606	956	1620	971	false	true	
5.23.1	1447	909	1524	934	false	true	ЗАРЕЧЬЕ
6.10.1	1483	822	1625	846	false	false	КЛАДБИЩЕ
6.9.2	1911	286	2290	479	false	false	NA
6.10.1	1434	876	1585	971	false	true	NA
