class	xtl	ytl	xbr	ybr	temporary	occluded	data
5.19.1	1584	916	1592	936	false	false	
2.4	0	942	10	963	false	true	
5.7.2	0	924	20	935	false	true	
3.27	989	955	1006	974	false	true	
6.16	1537	928	1582	941	false	false	
8.1.4	1584	858	1618	873	false	false	50 м
3.4	1584	821	1615	853	false	false	8 т
3.1	2029	904	2048	922	false	true	
3.10	988	934	1006	954	false	true	
6.10.1	1672	930	1782	956	false	false	ХРАМ НОВОМУЧЕНИКОВ И ИСПОВЕДНИКОВ РОССИЙСКИХ
6.10.1	1672	903	1781	926	false	false	ЗАРЕЧЬЕ
8.2.2	1302	941	1313	960	false	false	70 м
3.27	1297	920	1315	938	false	false	
6.10.1	1324	909	1436	963	false	true	NA
8.2.2	992	976	1002	995	false	false	70 м
8.22.3	997	995	1002	1021	false	true	
5.15.1	544	958	560	982	false	true	
