class	xtl	ytl	xbr	ybr	temporary	occluded	data
3.24	1183	942	1217	985	true	false	60
1.25	1220	930	1257	976	true	false	
1.20.2	1259	929	1299	978	true	false	
4.2.3	1223	871	1278	941	false	true	
2.4	2288	2	2448	231	false	true	
4.2.1	1801	914	1842	952	false	true	
5.19.1	1487	734	1551	812	false	true	
4.1.2	2297	281	2448	623	false	true	
1.34.3	1775	983	1857	1010	false	true	
1.25	1767	951	1805	982	true	false	
3.24	1836	952	1863	978	true	false	80
3.24	1706	829	1738	873	false	true	80
6.6	1941	810	1982	848	false	false	
4.2.3	1806	954	1835	982	false	false	
8.24	1709	927	1736	949	false	true	
3.27	1709	878	1738	924	false	true	
5.16	2325	893	2356	935	false	false	
1.34.2	1201	980	1279	1011	false	true	
5.16	923	931	941	958	false	false	
