class	xtl	ytl	xbr	ybr	temporary	occluded	data
2.4	1123	843	1180	900	false	false	
8.24	1219	984	1246	997	false	false	
2.2	1120	765	1188	839	false	false	
6.6	1352	915	1373	937	false	false	
1.34.3	847	1018	918	1041	false	true	
1.25	841	986	870	1017	true	false	
4.2.3	872	991	898	1017	false	false	
4.2.1	867	948	905	989	false	true	
3.24	899	987	919	1011	true	false	80
3.27	1221	955	1245	982	false	false	
3.24	1222	929	1242	950	false	false	80
5.19.1	1059	905	1079	940	false	true	
4.1.2	1125	905	1176	956	false	false	
5.19.2	0	878	52	931	false	true	
