class	xtl	ytl	xbr	ybr	temporary	occluded	data
3.27	1581	938	1599	957	false	false	
4.2.3	1442	965	1460	984	false	false	
1.25	1422	966	1440	983	true	false	
4.2.1	1440	945	1462	966	false	true	
1.34.3	1424	984	1473	998	false	true	
1.20.2	1372	960	1392	980	true	false	
1.25	1343	957	1367	979	true	false	
3.24	1321	963	1341	983	true	false	60
4.2.3	1341	924	1377	958	false	false	
5.16	2291	749	2356	842	false	false	
6.9.2	1587	867	1660	903	false	true	NA
3.24	1462	967	1475	980	true	false	80
8.24	1583	958	1599	966	false	false	
8.2.4	1588	967	1596	985	false	false	
