class	xtl	ytl	xbr	ybr	temporary	occluded	data
4.2.1	707	892	764	936	false	true	
4.2.3	716	941	757	983	false	false	
1.25	661	935	719	985	true	false	
5.19.2	1847	841	1862	888	false	false	
8.5.2	1166	928	1187	939	false	false	
3.24	761	940	795	974	true	false	80
1.34.3	676	985	791	1011	false	false	
6.9.1	1065	934	1091	947	false	false	NA
5.14	1166	906	1185	927	false	false	
6.10.1	1155	890	1199	911	false	true	NA
8.2.4	1309	798	1329	841	false	false	
8.24	1296	773	1339	795	false	false	
3.27	1294	725	1339	769	false	false	
6.10.1	1721	718	1984	838	false	true	NA
5.19.1	1513	769	1518	835	false	false	
