class	xtl	ytl	xbr	ybr	temporary	occluded	data
5.19.1	1333	930	1348	948	false	true	
6.4	1408	810	1447	848	false	false	
8.17	1312	933	1331	942	false	true	
6.4	1312	901	1329	920	false	true	
8.8	1287	951	1303	959	false	false	
6.4	1286	923	1304	939	false	false	
5.19.1	926	927	937	943	false	true	
8.2.3	636	902	656	941	false	false	
3.27	625	857	665	897	false	true	
8.8	1412	880	1452	902	false	false	
8.6.1	1311	922	1330	932	false	false	
8.6.1	1286	941	1303	950	false	false	
8.6.1	1409	855	1451	878	false	false	
