class	xtl	ytl	xbr	ybr	temporary	occluded	data
2.4	1378	894	1383	928	false	false	
6.10.1	528	791	637	825	false	false	NA
6.10.1	670	791	777	824	false	false	NA
6.10.1	818	790	922	824	false	false	NA
3.27	992	941	1014	963	false	false	
2.1	1123	762	1182	822	false	false	
5.19.2	1403	913	1422	960	false	false	
5.19.1	1863	753	1929	867	false	false	
3.13	994	915	1015	935	false	false	4,5 м
5.5	993	890	1015	909	false	false	
5.16	911	910	922	926	false	false	
3.25	1129	841	1173	885	false	false	80
1.34.3	1400	800	1427	814	false	false	
5.19.1	1379	934	1387	965	false	false	
5.7.1	1370	875	1386	892	false	false	
4.2.1	1413	749	1426	773	false	true	
