class	xtl	ytl	xbr	ybr	temporary	occluded	data
6.9.1	1326	883	1386	915	false	true	NA
3.27	1440	868	1463	892	false	false	
1.34.3	1489	936	1515	1018	false	false	
3.24	1364	929	1379	944	false	false	80
4.2.3	1485	902	1513	935	false	false	
4.2.3	1183	930	1218	964	false	true	
1.20.2	1216	961	1236	984	true	true	
5.14	1363	881	1377	897	false	false	
6.9.2	1220	424	1573	606	false	false	NA
8.2.4	1448	914	1458	936	false	false	
8.24	1441	899	1464	912	false	false	
8.5.2	1364	902	1379	910	false	false	
6.9.1	1399	941	1424	956	false	true	NA
5.19.2	1851	902	1860	929	false	false	
