class	xtl	ytl	xbr	ybr	temporary	occluded	data
3.27	1257	1016	1275	1032	false	false	
2.4	1244	1024	1258	1041	false	true	
5.6	1248	1042	1258	1056	false	false	
6.4	1297	1015	1318	1036	false	false	
8.6.1	1296	1038	1319	1048	false	false	
8.6.1	1331	996	1364	1013	false	false	
6.4	1332	967	1360	994	false	false	
8.17	1332	1014	1365	1031	false	false	
8.6.5	1652	879	1717	912	false	false	
6.4	1655	811	1716	874	false	false	
5.19.2	1038	1049	1048	1059	false	false	
3.27	996	1013	1016	1032	false	false	
8.24	1258	1033	1275	1042	false	false	
8.24	997	1032	1016	1042	false	false	
