class	xtl	ytl	xbr	ybr	temporary	occluded	data
6.10.1	1398	931	1449	958	false	false	NA
4.1.1	2409	342	2448	484	false	true	
3.27	2397	530	2448	674	false	true	
5.19.1	1963	888	1991	928	false	false	
6.10.1	1612	787	1843	877	false	false	NA
8.24	2395	707	2448	785	false	true	
2.1	2370	97	2448	258	false	true	
5.5	1557	904	1584	932	false	false	
3.27	1555	937	1586	968	false	false	
5.19.2	1659	878	1682	925	false	false	
2.1	1322	992	1336	1005	false	false	
4.1.4	1403	913	1419	929	false	false	
3.25	1323	1010	1333	1020	false	false	80
6.10.1	1237	976	1276	990	false	false	NA
6.10.1	1183	977	1221	989	false	false	NA
6.10.1	1133	978	1172	990	false	false	NA
