class	xtl	ytl	xbr	ybr	temporary	occluded	data
5.19.1	1028	541	1106	624	false	false	
8.24	1015	904	1098	943	false	false	
8.6.5	1197	916	1221	928	false	false	
3.24	860	884	889	930	false	false	40
8.6.5	1290	909	1316	924	false	false	
5.19.2	1363	683	1428	744	false	false	
6.4	1290	881	1315	907	false	false	
8.17	1291	925	1317	939	false	false	
6.4	1198	887	1223	915	false	true	
3.27	1013	816	1096	899	false	false	
5.19.2	81	908	103	928	false	false	
5.20	177	881	203	906	false	false	
3.24	175	906	200	929	false	false	20
3.27	173	929	199	953	false	false	
8.2.4	178	954	190	976	false	false	
