class	xtl	ytl	xbr	ybr	temporary	occluded	data
5.16	1379	948	1390	965	false	true	
1.25	1207	963	1219	972	true	true	
4.2.1	1117	945	1141	971	false	true	
8.2.4	2199	850	2257	965	false	false	
3.27	2163	666	2280	780	false	false	
6.10.1	1386	897	1422	916	false	false	NA
3.24	1189	969	1200	971	false	true	60
1.20.2	1227	965	1244	980	true	false	
4.2.3	1122	968	1140	986	false	false	
8.24	2168	790	2285	847	false	false	
6.9.1	1259	672	1451	778	false	true	NA
4.2.3	1209	940	1230	962	false	false	
6.9.1	1278	921	1332	947	false	true	NA
3.24	1142	967	1156	982	true	false	80
6.10.1	1246	956	1273	970	false	true	NA
1.25	1099	967	1119	985	true	false	
6.6	1314	951	1322	959	false	false	
