class	xtl	ytl	xbr	ybr	temporary	occluded	data
6.10.1	1311	971	1340	988	false	false	NA
3.27	1360	979	1374	993	false	false	
5.5	1362	970	1373	978	false	true	
4.1.1	1350	905	1371	927	false	false	
8.22.3	1398	970	1417	1010	false	true	
6.9.1	1138	659	1353	767	false	false	NA
3.27	1351	932	1371	954	false	false	
6.10.1	2169	660	2374	762	false	false	NA
8.24	1351	958	1373	969	false	false	
4.2.3	1394	941	1418	968	false	false	
5.19.1	1550	879	1560	912	false	false	
4.2.3	1395	1009	1429	1046	false	false	
6.10.1	1381	906	1495	951	false	true	NA
2.1	1621	799	1684	859	false	false	
4.1.4	1632	867	1677	914	false	false	
5.19.1	1491	961	1502	975	false	true	
2.1	1346	870	1374	898	false	false	
5.19.2	1588	921	1594	945	false	false	
3.1	614	956	628	972	false	false	
6.10.1	1167	1002	1174	1012	false	true	NA
6.10.1	1222	1000	1236	1009	false	true	NA
6.10.1	1182	1001	1210	1011	false	false	NA
