class	xtl	ytl	xbr	ybr	temporary	occluded	data
6.10.1	1042	902	1098	920	false	false	NA
6.10.1	1114	899	1170	918	false	false	NA
6.10.1	1193	898	1247	916	false	false	NA
3.27	1286	978	1297	990	false	false	
3.13	1286	965	1297	976	false	false	4,5 м
6.10.1	1609	749	1729	809	false	false	NA
4.1.4	1619	704	1659	743	false	false	
5.5	1285	951	1297	964	false	false	
3.25	1335	944	1352	962	false	false	80
2.1	1333	916	1354	938	false	false	
5.19.1	1460	951	1467	974	false	false	
5.19.2	1437	973	1443	990	false	false	
