class	xtl	ytl	xbr	ybr	temporary	occluded	data
8.23	1385	949	1411	962	false	false	
8.5.2	1383	881	1405	892	false	false	
5.14	1381	852	1404	875	false	false	
1.20.2	1195	976	1217	997	true	true	
4.2.3	1174	952	1201	981	false	true	
8.2.4	1581	872	1602	913	false	false	
8.24	1569	848	1611	869	false	false	
3.27	1567	791	1608	833	false	false	
1.34.3	1836	882	1896	1072	false	false	
4.2.3	1818	802	1897	875	false	false	
5.19.1	2446	659	2448	718	false	true	
5.19.2	2446	834	2448	887	false	true	
3.24	1384	918	1407	941	false	false	80
6.9.1	1298	883	1366	919	false	true	NA
1.25	1174	977	1189	985	true	true	
6.9.1	1366	951	1392	969	false	true	NA
