class	xtl	ytl	xbr	ybr	temporary	occluded	data
8.6.1	1220	1025	1235	1032	false	false	
8.6.1	686	973	729	995	false	false	
2.4	1191	1017	1201	1029	false	true	
8.24	1202	1023	1214	1030	false	false	
8.6.5	1343	951	1371	965	false	false	
8.6.1	1234	997	1254	1007	false	false	
8.24	1009	1019	1020	1026	false	false	
3.27	1201	1010	1213	1022	false	false	
3.27	1005	1005	1019	1019	false	false	
8.17	1235	1008	1254	1019	false	false	
6.4	685	929	726	970	false	false	
6.4	1234	978	1251	996	false	false	
6.4	1221	1011	1233	1022	false	false	
5.19.1	1437	890	1475	943	false	false	
5.19.2	684	879	726	919	false	false	
5.16	1753	815	1803	890	false	false	
6.4	1345	924	1370	949	false	false	
