class	xtl	ytl	xbr	ybr	temporary	occluded	data
5.16	1436	924	1453	948	false	true	
6.10.1	1185	951	1220	970	false	false	NA
4.2.3	1143	952	1166	975	false	false	
6.6	459	982	471	987	false	true	
5.16	202	974	219	999	false	false	
5.16	61	975	80	1005	false	false	
6.6	1305	930	1319	944	false	false	
6.9.1	1229	899	1306	940	false	true	NA
1.25	1039	976	1051	984	true	true	
4.2.3	1060	974	1076	983	false	true	
3.24	1081	974	1095	985	true	true	80
4.2.1	1054	951	1079	975	false	true	
1.25	1149	978	1163	990	true	true	
1.20.2	1165	977	1180	991	true	false	
6.10.1	1486	802	1560	842	false	false	NA
2.1	1263	958	1273	970	false	true	
