class	xtl	ytl	xbr	ybr	temporary	occluded	data
8.24	1257	1018	1270	1026	false	false	
3.27	1256	1004	1270	1017	false	false	
2.4	1246	1010	1256	1023	false	true	
8.6.1	1294	991	1317	1001	false	false	
6.4	1294	970	1314	990	false	false	
8.6.5	1428	938	1460	953	false	false	
6.4	1430	905	1460	936	false	false	
5.19.1	1596	842	1653	918	false	false	
5.16	2086	723	2161	838	false	false	
8.24	1048	1014	1063	1022	false	false	
8.6.1	604	960	659	987	false	false	
6.4	602	902	657	957	false	false	
5.19.2	601	836	655	891	false	false	
8.6.1	1278	1020	1296	1028	false	false	
6.4	1280	1004	1293	1017	false	false	
8.17	1296	1002	1318	1015	false	false	
3.27	1048	1000	1062	1013	false	false	
5.19.2	1073	1029	1083	1034	false	true	
5.6	1249	1026	1258	1036	false	false	
5.19.1	1250	1034	1260	1040	false	true	
