class	xtl	ytl	xbr	ybr	temporary	occluded	data
5.19.1	751	937	760	947	false	false	
5.19.2	190	948	198	961	false	true	
4.1.4	1984	451	2098	562	false	false	
2.1	1958	279	2124	434	false	false	
5.19.2	1578	801	1609	845	false	false	
8.24	1263	827	1305	846	false	false	
5.19.1	1995	850	2060	854	false	true	
2.1	838	865	864	893	false	false	
6.16	1962	875	2137	929	false	false	
3.27	1261	778	1305	822	false	false	
8.24	725	942	742	949	false	false	
4.1.1	750	922	760	933	false	false	
3.27	726	923	741	939	false	false	
2.1	748	906	762	920	false	false	
4.1.1	577	869	588	880	false	false	
