class	xtl	ytl	xbr	ybr	temporary	occluded	data
5.14	1393	923	1402	933	false	false	
5.5	1392	913	1402	923	false	false	
1.25	757	940	806	980	true	false	
4.2.1	798	901	847	947	false	true	
1.34.3	772	982	869	1006	false	false	
4.2.3	806	946	842	979	false	false	
3.24	846	944	873	971	true	false	80
6.10.1	1448	699	1580	766	false	false	NA
8.5.2	2177	373	2436	489	false	false	
5.14	2171	99	2432	362	false	false	
6.9.1	1224	911	1254	927	false	false	NA
3.25	1430	917	1448	936	false	false	80
3.27	1429	937	1448	955	false	false	
8.24	1431	957	1450	967	false	false	
8.2.4	1436	968	1446	986	false	false	
