class	xtl	ytl	xbr	ybr	temporary	occluded	data
6.6	1304	935	1316	948	false	false	
6.9.1	1239	904	1303	940	false	true	NA
6.10.1	1198	951	1232	969	false	true	NA
4.2.3	1156	948	1180	973	false	false	
1.20.2	1178	972	1195	987	true	false	
1.25	1163	972	1175	983	true	true	
3.24	1093	972	1107	986	true	true	80
1.25	1052	975	1067	986	true	true	
6.6	549	982	561	991	false	true	
5.16	338	976	355	1001	false	false	
5.16	235	976	250	999	false	false	
4.2.3	1072	973	1090	985	false	true	
6.9.1	1302	0	2112	96	false	true	NA
4.2.1	1068	950	1092	973	false	true	
6.10.1	1451	831	1513	864	false	false	NA
5.16	1418	930	1432	953	false	true	
