class	xtl	ytl	xbr	ybr	temporary	occluded	data
6.10.1	1224	952	1264	972	false	false	NA
3.24	1110	988	1124	996	true	true	80
4.2.3	1088	986	1104	995	false	true	
1.25	1066	986	1079	996	true	true	
6.6	169	976	189	996	false	false	
4.2.3	1174	969	1196	994	false	false	
6.10.1	1837	636	1982	711	false	false	NA
4.2.1	1081	963	1109	986	false	true	
6.9.1	1277	890	1361	936	false	true	NA
4.1.4	1329	979	1341	993	false	false	
2.1	1326	957	1341	974	false	true	
5.16	1633	895	1658	934	false	false	
6.6	1401	911	1423	933	false	false	
6.6	1341	961	1352	973	false	true	
3.24	1360	976	1370	985	false	false	80
3.24	1361	988	1371	998	false	false	
8.24	1361	998	1372	1005	false	false	
5.19.1	40	983	62	1005	false	true	
