class	xtl	ytl	xbr	ybr	temporary	occluded	data
1.34.2	1103	989	1133	999	false	true	
1.25	1109	974	1123	986	true	false	
1.20.2	1128	974	1142	987	true	false	
1.34.3	994	989	1081	1009	false	false	
6.10.1	1313	942	1332	952	false	false	NA
6.9.1	1272	954	1293	965	false	false	NA
6.10.1	1244	730	1362	792	false	false	NA
5.15.5	1604	896	1635	927	false	false	
3.24	1060	953	1085	979	true	false	80
4.2.3	1025	955	1056	986	false	false	
1.25	987	954	1020	985	true	false	
4.2.1	1017	916	1061	950	false	true	
3.24	1099	976	1108	989	true	true	60
4.2.3	1104	949	1131	973	false	false	
6.10.1	1468	899	1558	942	false	true	NA
