class	xtl	ytl	xbr	ybr	temporary	occluded	data
3.1	200	896	227	924	false	false	
5.6	1810	898	1859	946	false	false	
2.2	1586	873	1624	913	false	false	
2.4	1588	915	1623	945	false	false	
4.1.1	1590	946	1621	977	false	false	
3.13	1482	935	1499	943	false	false	29
5.15.5	1371	985	1378	992	false	false	
5.15.2	1247	938	1254	944	false	false	
5.15.2	1204	940	1210	947	false	false	
5.15.2	1285	935	1291	941	false	false	
3.10	57	948	81	970	false	false	
4.1.1	661	783	730	858	false	true	
2.1	660	673	744	774	false	true	
5.19.1	1322	974	1328	980	false	false	
