class	xtl	ytl	xbr	ybr	temporary	occluded	data
8.2.1	1322	929	1334	934	false	false	50 м
1.23	1321	915	1335	927	false	false	
4.1.1	1316	949	1326	959	false	false	
3.24	1322	936	1334	948	false	false	40
7.2	1362	934	1381	961	false	false	
8.23	1383	974	1404	985	false	false	
3.24	1383	953	1404	973	false	false	50
1.8	1440	881	1488	924	false	false	
1.23	1382	926	1407	951	false	false	
2.1	1359	908	1383	932	false	false	
5.19.1	1296	931	1305	939	false	false	
5.19.2	1051	937	1059	945	false	false	
5.19.1	1210	874	1217	881	false	false	
