class	xtl	ytl	xbr	ybr	temporary	occluded	data
5.19.2	2395	750	2448	876	false	true	
2.1	42	986	55	1007	false	false	
2.1	1375	944	1393	966	false	false	
8.1.1	1302	966	1310	970	false	false	100 м
5.5	1697	918	1737	959	false	false	
4.2.3	976	1061	1028	1116	false	false	
2.1	1489	960	1519	991	false	false	
5.19.2	1460	945	1476	963	false	false	
8.22.3	1413	954	1428	1002	false	false	
4.2.3	1412	935	1429	953	false	false	
4.1.1	1378	968	1393	984	false	false	
5.19.1	1360	981	1373	994	false	false	
2.1	1342	976	1356	992	false	false	
2.4	1302	957	1310	964	false	false	
5.23.1	1071	942	1114	954	false	false	Дубки
5.24.1	1064	961	1122	972	false	false	Акулово
6.9.1	1148	914	1213	948	false	false	NA
4.2.3	1006	871	1046	910	false	false	
3.1	101	940	129	968	false	false	
8.22.3	1009	912	1041	1016	false	false	
3.1	483	976	499	992	false	false	
5.16	1291	967	1297	975	false	false	
5.15.5	1255	960	1260	965	false	false	
6.6	2178	925	2188	973	false	true	
3.10	562	969	571	979	false	false	
