class	xtl	ytl	xbr	ybr	temporary	occluded	data
5.19.2	1122	927	1133	937	false	false	
5.19.2	1051	960	1060	970	false	false	
5.19.1	1357	923	1366	932	false	false	
6.16	1426	1004	1441	1010	false	false	
5.15.4	1614	875	1645	908	false	false	
1.8	1446	971	1465	987	false	false	
5.16	670	976	689	1001	false	false	
2.1	1463	958	1486	981	false	false	
5.15.1	1454	940	1487	956	false	false	
6.10.1	1507	977	1583	1002	false	true	NA
5.19.1	1434	955	1444	966	false	false	
3.24	1459	977	1468	989	false	true	50
6.10.1	1509	1005	1524	1012	false	true	ГОРОДОК-7
