class	xtl	ytl	xbr	ybr	temporary	occluded	data
7.3	2391	886	2448	1019	false	true	
5.19.1	1363	954	1381	971	false	false	
5.19.1	1281	880	1298	896	false	false	
5.19.2	939	906	956	922	false	false	
5.19.2	865	976	882	993	false	false	
3.13	1953	973	1972	992	false	false	NA
3.11	2039	933	2058	953	false	false	5 т
3.32	2042	977	2059	999	false	false	
3.5	2040	956	2059	975	false	false	
8.7	1586	965	1606	976	false	false	
5.16	1411	998	1421	1012	false	false	
4.2.1	1101	999	1114	1013	false	false	
8.22.1	1103	1016	1113	1030	false	true	
