class	xtl	ytl	xbr	ybr	temporary	occluded	data
3.4	1308	948	1317	957	false	true	8 т
5.19.1	1237	908	1247	919	false	false	
2.1	1317	947	1327	956	false	false	
5.19.1	1284	947	1293	956	false	false	
6.10.1	1262	897	1338	912	false	false	NA
5.15.2	1246	812	1265	832	false	false	
5.15.2	1151	820	1169	838	false	false	
5.15.2	1039	824	1058	842	false	false	
5.19.1	766	961	774	970	false	false	
5.15.5	1469	945	1487	964	false	false	
2.1	836	953	840	964	false	false	
5.19.2	674	961	681	970	false	false	
8.3.1	1307	959	1318	963	false	false	
